"companyId","companyCn","website","contactStatus","contactSource","industry","industryTags","stage","priority","owner","contactName","contactPhone","contactEmail","intendedArea","intentionType","lastContact","nextFollowUp","notes","contractStatus","contractNumber","contractAmount","depositAmount","depositPaidDate","applicationStatus","balanceAmount","balanceDueDate","paymentStatus","contractNotes","profileExtra","updatedAt"
"1014","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.254"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":112},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.154"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:00.706Z"
"1015","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.675"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":112}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:00.706Z"
"1016","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.470"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:00.651Z"
"1017","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.656"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:06.598Z"
"1018","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.433"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":112}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:06.593Z"
"1019","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.650"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":112}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:07.395Z"
"1020","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.373"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.480"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:06.490Z"
"1021","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.275"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:06.342Z"
"1022","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C4.111"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.250"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.775"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:06.597Z"
"1023","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C1.770"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:06.596Z"
"1024","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B2.135"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:11.387Z"
"1025","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.477"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:11.495Z"
"1026","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B2.776"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:11.497Z"
"1027","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B2.250"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:11.490Z"
"1028","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.340"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:11.686Z"
"1029","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.150"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:11.590Z"
"1030","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""B6.181"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":50}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:11.492Z"
"1031","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.420"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":33}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:15.896Z"
"1032","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.140"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:15.895Z"
"1033","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.540"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:15.852Z"
"1034","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.250"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.470"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""C4.535"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:15.890Z"
"1035","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""B5.370"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:16.054Z"
"1036","深圳英飞源技术有限公司","https://www.infypower.cn","历年参展记录已确认，联系方式待补充","01-2026-6-3-5-2026-1-.pdf 第456页","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.220"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.infypower.cn""}}","2026-07-15T11:05:41.904Z"
"1037","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.190"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.350"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:15.892Z"
"1038","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.370"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:15.983Z"
"1039","成都长城开发科技股份有限公司","https://www.kaifametering.com","历年展商资料已整理，联系方式待人工抽检","01-2026-6-3-5-2026-1-.pdf 第135页","新能源与储能","[]","未联系","中","","","+8665706829","nazheng@kaifa.cn","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.370"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.kaifametering.com""}}","2026-07-15T11:05:11.698Z"
"1040","深圳市科华恒盛科技有限公司","https://www.kehuasz.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-755-28638889","info@kehuasz.com","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B6.520"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":63}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.kehuasz.com""}}","2026-07-15T11:02:20.457Z"
"1041","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B4.330"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":114},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.550"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:20.400Z"
"1042","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C1.665"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":114}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:20.456Z"
"1043","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.350"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":114}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:20.498Z"
"1044","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B4.673"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:20.393Z"
"1045","深圳乐尚新能源有限公司","https://Floor.Shanshui","历年参展记录已确认，联系方式待补充","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""C4.477"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://Floor.Shanshui""}}","2026-07-15T11:02:20.389Z"
"1046","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.380"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:20.398Z"
"1047","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B2.779"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":114}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:24.590Z"
"1048","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B2.280"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:24.500Z"
"1049","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.159"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":78}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:02:24.497Z"
