"id","company","companyCn","booth","exhibition","province","city","regionType","website","email","phone","contactName","contactStatus","contactSource","years","stage","priority","owner","lastContact","nextFollowUp","intendedArea","notes","hasGuangdongAffiliate","exhibitions","officialProfileUrl","officialAddress","productGroups","contactEmail","contactPhone","profileExtra"
"1986","Ormazabal Zhuhai Switchgear Ltd","欧玛嘉宝（珠海）开关设备有限公司","5.1H B333","SNEC PV+ 2026","广东省","珠海市","广东非深圳","https://ormazabal.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Ormazabal Zhuhai Switchgear Ltd"",""companyCn"":""欧玛嘉宝（珠海）开关设备有限公司"",""booth"":""5.1H B333"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":412,""website"":""https://ormazabal.com"",""address"":""广东省珠海市香洲区前河北路68号之环宇城写字楼20层08-09单元""}]","","","","","",""
"1987","Intevision Co.,Ltd","江门市英特视界科技有限公司","3H B250","SNEC PV+ 2026","广东省","江门市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Intevision Co.,Ltd"",""companyCn"":""江门市英特视界科技有限公司"",""booth"":""3H B250"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":349,""website"":"""",""address"":""Intevision Co.,Ltd 江门市英特视界科技有限公司""}]","","","","","",""
"1988","Jiangmen Jin Wo New Material Technology CO.,LTD","江门市金沃新材料科技有限公司","2.1H C680","SNEC PV+ 2026","广东省","江门市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Jiangmen Jin Wo New Material Technology CO.,LTD"",""companyCn"":""江门市金沃新材料科技有限公司"",""booth"":""2.1H C680"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":351,""website"":"""",""address"":""Jiangmen Jin Wo New Material Technology CO.,LTD 江门市金沃新材料科技有限公司""}]","","","","","",""
"1989","Jiangmen Mingsen New Energy Co.,Ltd.","江门明森新能源有限公司","8.1H F118 F119","SNEC PV+ 2026","广东省","江门市","广东非深圳","https://www.msenppai.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Jiangmen Mingsen New Energy Co.,Ltd."",""companyCn"":""江门明森新能源有限公司"",""booth"":""8.1H F118 F119"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":351,""website"":""https://www.msenppai.com"",""address"":""Jinxi Datangtou Industrial Park,Jianghai District,Jiangmen City,Guang- dong, China 广东省江门市江海区金溪大塘头工业园""}]","","","","","",""
"1990","HT Test Instruments . China HT","测试仪器中国","8.1H A901 A902","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.guangzhouht.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""HT Test Instruments . China HT"",""companyCn"":""测试仪器中国"",""booth"":""8.1H A901 A902"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":59,""website"":""https://www.guangzhouht.com"",""address"":""广州市黄埔大道西76号富力盈隆广场2216室""}]","","","","","",""
"1991","3Q WIRE & CABLE CO.,LTD.","浙江三科线缆股份有限公司","4.1H D106 D107","SNEC PV+ 2026","广东省","中山市","广东非深圳","https://www.3qcable.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""3Q WIRE & CABLE CO.,LTD."",""companyCn"":""浙江三科线缆股份有限公司"",""booth"":""4.1H D106 D107"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":1,""website"":""https://www.3qcable.com"",""address"":""中国浙江省嘉兴市中山西路2889号4幢""}]","","","","","",""
"1992","Runjian co.,Ltd.","润建股份有限公司","6.1H F680","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.runjian.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Runjian co.,Ltd."",""companyCn"":""润建股份有限公司"",""booth"":""6.1H F680"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":106,""website"":""https://www.runjian.com"",""address"":""广东省广州市珠江新城华夏路16号富力盈凯广场45层""}]","","","","","",""
"1993","QingYuan Ultra Tech Precision Technology Co.,Ltd.","清远市华创昇科精密科技有限公司","8.1H C116 C117","SNEC PV+ 2026","广东省","清远市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""QingYuan Ultra Tech Precision Technology Co.,Ltd."",""companyCn"":""清远市华创昇科精密科技有限公司"",""booth"":""8.1H C116 C117"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":418,""website"":"""",""address"":""QingYuan Ultra Tech Precision Technology Co.,Ltd. 清远市华创昇科精密科技有限公司""}]","","","","","",""
"1994","Zhuhai Jiuyuan Power Electronic Technology Co., Ltd.","珠海九源电力电子科技有限公司","8.1H E115","SNEC PV+ 2026","广东省","珠海市","广东非深圳","https://www.sdcbus.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Zhuhai Jiuyuan Power Electronic Technology Co., Ltd."",""companyCn"":""珠海九源电力电子科技有限公司"",""booth"":""8.1H E115"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":561,""website"":""https://www.sdcbus.com"",""address"":""Room 501-1, Building 1, No. 45 Huaguan Road, Tangjiawan Town, High-tech Zone, Zhuhai City, Guangdong Province, China 珠海市高新区唐家湾镇华冠路45号1栋501-1室""}]","","","","","",""
"1995","ZHUHAI GECEN ELECTRONIC CO.，LTD","珠海佳讯赛特电子有限公司","6.1H F007","SNEC PV+ 2026","广东省","珠海市","广东非深圳","https://www.gecenpower.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""ZHUHAI GECEN ELECTRONIC CO.，LTD"",""companyCn"":""珠海佳讯赛特电子有限公司"",""booth"":""6.1H F007"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":561,""website"":""https://www.gecenpower.com"",""address"":""No.2 Keji 3rd Road,Technology Innovation Coast,Hi-tech Zone, Zhuhai City, Guangdong Province,China 珠海市高新区科技创新海岸科技三路2号""}]","","","","","",""
"218","Zhuhai Initial Entropy Energy Co., Ltd.","珠海初态新能源有限公司","B4.376","Intersolar Europe","广东省","珠海市","广东非深圳","","","","","待核实","","[""2024"",""2023""]","未联系","中","","","","","","false","[{""company"":""Zhuhai Initial Entropy Energy Co., Ltd."",""companyCn"":""珠海初态新能源有限公司"",""booth"":""B4.376"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":154},{""company"":""Zhuhai Initial Entropy Energy Co., Ltd."",""companyCn"":"""",""booth"":""B4.390"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":85}]","","","","","",""
"219","Jinhua Sunmaster Solar Co., Ltd.","珠海市精鼎科技有限公司","A3.330","Intersolar Europe","广东省","珠海市","广东非深圳","","","","","待核实","","[""2024"",""2023""]","未联系","中","","","","","","false","[{""company"":""Jinhua Sunmaster Solar Co., Ltd."",""companyCn"":"""",""booth"":""A3.330"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":71},{""company"":""Jinhua Sunmaster Solar Co., Ltd."",""companyCn"":""珠海市精鼎科技有限公司"",""booth"":""A3.514"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":38}]","","","","","",""
"220","Zhuhai Jingding Technology Co.,LTD","珠海市精鼎科技有限公司","C3.156","ees Europe","广东省","珠海市","广东非深圳","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""Zhuhai Jingding Technology Co.,LTD"",""companyCn"":""珠海市精鼎科技有限公司"",""booth"":""C3.156"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":154}]","","","","","",""
"1996","Gree Electric Appliances,Inc.of Zhuhai","珠海格力电器股份有限公司","4.1H A110","SNEC PV+ 2026","广东省","珠海市","广东非深圳","https://www.gree.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Gree Electric Appliances,Inc.of Zhuhai"",""companyCn"":""珠海格力电器股份有限公司"",""booth"":""4.1H A110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":40,""website"":""https://www.gree.com/"",""address"":""●Distributed energy and energy storage systems：Microgrid, User side energy storage, Household energy storage system, Military Energy Storage System, Energy storage system in areas without electricity 分布式能源与储能系统：微电网、用户 侧储能、户用储能系统、军用储能系统、 无电人口地区储能系统 ;""}]","","","","","",""
"1997","Ole Power Distribution Automation Co.,Ltd.","珠海欧力配网自动化股份有限公司","8.1H D330","SNEC PV+ 2026","广东省","珠海市","广东非深圳","https://www.oleauto.cn","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Ole Power Distribution Automation Co.,Ltd."",""companyCn"":""珠海欧力配网自动化股份有限公司"",""booth"":""8.1H D330"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":410,""website"":""https://www.oleauto.cn"",""address"":""广东省珠海市高新区唐家湾镇鼎业路81号8栋""}]","","","","","",""
"131","Zhuhai Pilot Technology Co., Ltd.","珠海派诺科技股份有限公司","C6.160","Power2Drive Europe","广东省","珠海市","广东非深圳","https://www.pilotech.ai","marketing613@pilotenergystorage.com","+86-756-3639029","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/zhuhai-pilot-technology-co-ltd","[""2026""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.160"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":9},{""company"":""ZHUHAI PILOT TECHNOLOGY CO., LTD."",""companyCn"":""珠海派诺科技股份有限公司"",""booth"":""8.2H C120"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":201,""website"":""http://www.pmac.com.cn"",""address"":""广东省珠海市高新区创新海岸创新八路88号派诺科技园""}]","https://www.thesmartere.de/exhibitorlist/zhuhai-pilot-technology-co-ltd","Zhuhai Pilot Technology Co., Ltd.No. 88, Chuangxin 8th Road, Science and Technology Innovation Coast, High-tech Zone519000 Zhuhai, China","[""AC charging systems"",""DC charging systems"",""Charging/Load management and monitoring"",""Smart metering, communications infrastructure"",""Grid management technologies and services, Grid system services, Grid monitoring""]","","+86 0756-3629690",""
"1998","Zhuhai Chipsense Electronic Technology Co.,Ltd","珠海芯森电子科技有限公司","6.1H C903 C905","SNEC PV+ 2026","广东省","珠海市","广东非深圳","http://chipsensor.cn/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Zhuhai Chipsense Electronic Technology Co.,Ltd"",""companyCn"":""珠海芯森电子科技有限公司"",""booth"":""6.1H C903 C905"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":561,""website"":""http://chipsensor.cn/"",""address"":""4F, Building C, ZHENGLING·Hi-TECH PARK（CORE SPACE）, No. 2 Cuizhu 2nd Street, Xiangzhou District, Zhuhai, Guangdong Province, China 广东省珠海市香洲区翠珠二街2号正菱·高科园(芯空间)C栋4层""}]","","","","","",""
"1999","RUIRUI ELECTRIC (ZHEJIANG) CO., LTD.","瑞睿电气（浙江）有限公司","6.1H F688","SNEC PV+ 2026","广东省","中山市","广东非深圳","https://www.ace-reare.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""RUIRUI ELECTRIC (ZHEJIANG) CO., LTD."",""companyCn"":""瑞睿电气（浙江）有限公司"",""booth"":""6.1H F688"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":105,""website"":""https://www.ace-reare.com/"",""address"":""浙江省温州市乐清市柳市镇马道村中山大道83-87号""}]","","","","","",""
"2000","Nugel Intelligent Drive (Guangdong) Co., LTD","纽格尔智能传动（广东）有限公司","2.1H D375","SNEC PV+ 2026","广东省","东莞市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Nugel Intelligent Drive (Guangdong) Co., LTD"",""companyCn"":""纽格尔智能传动（广东）有限公司"",""booth"":""2.1H D375"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":410,""website"":"""",""address"":""广东省东莞市黄江镇闽泰路1号101室""}]","","","","","",""
"2001","WCON Electronics Co., Ltd","维峰电子股份有限公司","5.1H B630","SNEC PV+ 2026","广东省","东莞市","广东非深圳","https://Rd.Daning","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""WCON Electronics Co., Ltd"",""companyCn"":""维峰电子股份有限公司"",""booth"":""5.1H B630"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":508,""website"":""https://Rd.Daning"",""address"":""No.15 Wenming Rd.Daning, Humen Town, Dongguan City Guangdong,China 广东省东莞市虎门镇大宁文明路15号""}]","","","","","",""
"2002","MUST ENERGY TECHNOLOGY CO., LTD","美世乐(广东)新能源科技有限公司","6.1H E630","SNEC PV+ 2026","广东省","佛山市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""MUST ENERGY TECHNOLOGY CO., LTD"",""companyCn"":""美世乐(广东)新能源科技有限公司"",""booth"":""6.1H E630"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":90,""website"":"""",""address"":""佛山市南海区桂城街道聚元北路39号联誉科创园4座801室（住所申报）""}]","","","","","",""
"56","Must Energy (Guangdong) Technology Co. Ltd","美世乐（广东）新能源科技有限公司","B3.374","Intersolar Europe","广东省","待核实","广东非深圳","https://www.mustenergy.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/must-energy-guangdong-technology-co-ltd","[""2026"",""2023""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""Intersolar Europe"",""booth"":""B3.374"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":5},{""company"":""Must Energy(Guangdong) Technology Co., LTD"",""companyCn"":""美世乐（广东）新能源科技有限公司"",""booth"":""B4.550"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":46},{""company"":""MUST ENERGY (GUANGDONG) TECHNOLOGY CO."",""companyCn"":"""",""booth"":""S1.F61"",""exhibition"":""Middle East Energy"",""event"":""Middle East Energy"",""year"":""2023"",""sourceFile"":""Middle East Energy 2023 Exhibitor Directory.pdf"",""sourcePage"":7}]","https://www.thesmartere.de/exhibitorlist/must-energy-guangdong-technology-co-ltd","Must Energy (Guangdong) Technology Co. LtdRoom 801, Building 4, Lianyu Science and Technology Innovation Park, No. 39 Juyu an North Road, Guicheng, Nanhai528200 Foshan, China","[""Inverters"",""Stand-alone systems, off-grid systems"",""Small solar devices"",""Lithium-based batteries""]","gm@mustenergy.com","0086-0757-82983699",""
